Type of Player Agglo,PTS,TRB,AST,STL,BLK,TS%,TOV,PF,ORtg,DRtg
0,27.61,10.875,5.462000000000001,1.4539999999999995,1.3369999999999995,0.59842,3.306000000000001,4.157,116.71,108.88
1,18.2380487804878,8.066829268292688,4.201463414634145,1.5497560975609752,0.8721951219512198,0.5472682926829264,2.32780487804878,4.189756097560977,108.86341463414634,111.17560975609756
