Player,Season,Age,Tm,Lg,G,MP,GS,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,All NBA
Thomas Robinson,2013-14,22,POR,NBA,70,873,0,8.2,17.0,8.2,16.9,0.0,0.1,3.3,5.9,6.1,11.7,17.8,2.0,1.3,1.2,3.3,7.6,19.6,0.481,0.483,0.0,0.481,0.564,0.502,0
Lavoy Allen,2016-17,27,IND,NBA,61,871,5,4.4,9.7,4.4,9.6,0.0,0.1,1.3,1.9,6.0,6.6,12.6,3.3,1.0,1.4,1.7,4.5,10.2,0.458,0.461,0.0,0.458,0.6970000000000001,0.485,0
Miles Plumlee,2015-16,27,MIL,NBA,61,870,14,8.2,13.6,8.2,13.6,0.0,0.0,2.0,3.5,5.5,8.1,13.6,0.9,1.2,2.9,2.3,4.3,18.4,0.601,0.601,,0.601,0.5760000000000001,0.606,0
Cartier Martin,2013-14,29,TOT,NBA,59,870,6,6.5,15.4,3.0,6.6,3.4,8.8,2.8,3.8,0.8,5.7,6.4,1.9,1.6,0.4,2.0,4.2,19.2,0.42,0.46,0.391,0.532,0.738,0.562,0
Marcelo Huertas,2015-16,32,LAL,NBA,53,869,0,5.6,13.3,4.7,9.8,0.9,3.5,1.6,1.7,1.0,4.2,5.2,10.5,1.5,0.4,4.6,4.4,13.7,0.422,0.479,0.262,0.457,0.931,0.488,0
Willie Green,2013-14,32,LAC,NBA,55,869,9,5.9,15.6,3.5,8.6,2.4,7.0,1.6,2.0,0.7,3.8,4.5,2.9,1.3,0.6,2.0,5.5,15.7,0.376,0.407,0.339,0.452,0.8240000000000001,0.477,0
Solomon Hill,2015-16,24,IND,NBA,59,866,3,5.3,11.9,4.0,7.7,1.4,4.2,2.1,2.4,2.2,7.3,9.5,3.3,2.1,0.6,1.9,3.9,14.1,0.447,0.515,0.324,0.505,0.857,0.5429999999999999,0
Drew Gooden,2014-15,33,WAS,NBA,51,864,7,6.5,16.4,5.2,12.9,1.4,3.5,2.0,2.6,4.3,9.0,13.2,2.9,1.2,0.5,1.7,5.4,16.4,0.399,0.401,0.39,0.44,0.773,0.469,0
Tim Hardaway,2015-16,23,ATL,NBA,51,864,1,6.5,15.2,3.8,7.0,2.7,8.1,2.9,3.2,0.4,4.5,4.9,2.9,1.2,0.4,1.3,2.7,18.6,0.43,0.537,0.338,0.521,0.893,0.563,0
Langston Galloway,2017-18,26,DET,NBA,58,863,2,7.3,19.7,2.9,7.1,4.3,12.6,1.9,2.4,0.8,4.6,5.3,3.4,2.0,0.3,1.0,2.3,20.8,0.371,0.418,0.344,0.481,0.805,0.503,0
Chris Copeland,2012-13,28,NYK,NBA,56,862,13,11.3,23.6,7.6,14.9,3.7,8.7,3.9,5.1,2.1,5.3,7.4,1.7,1.0,0.7,3.1,6.5,30.1,0.479,0.513,0.421,0.557,0.759,0.583,0
Patrick Patterson,2018-19,29,OKC,NBA,63,861,5,4.4,11.9,2.0,4.4,2.5,7.4,1.0,1.6,2.3,5.7,8.0,1.7,0.9,0.7,1.2,2.5,12.4,0.374,0.439,0.336,0.479,0.633,0.493,0
Alexis Ajinça,2015-16,27,NOP,NBA,59,861,17,8.6,18.1,8.6,18.1,0.0,0.1,3.0,3.6,4.3,11.2,15.5,1.8,1.1,2.1,3.1,7.7,20.3,0.476,0.478,0.0,0.476,0.8390000000000001,0.514,0
Pascal Siakam,2016-17,22,TOR,NBA,55,859,38,6.1,12.1,6.0,11.7,0.1,0.4,1.3,1.9,3.8,7.1,10.9,1.0,1.5,2.7,1.9,6.4,13.5,0.502,0.515,0.14300000000000002,0.505,0.688,0.523,0
Ron Baker,2016-17,23,NYK,NBA,52,857,13,4.8,12.7,3.4,7.6,1.3,5.0,1.6,2.5,0.7,5.0,5.7,6.2,2.0,0.5,3.3,4.3,12.5,0.378,0.45,0.267,0.431,0.6509999999999999,0.456,0
Chris Johnson,2015-16,25,UTA,NBA,70,857,2,4.4,11.9,2.8,5.8,1.7,6.1,2.1,2.6,1.7,6.5,8.1,2.8,2.0,1.2,2.5,6.2,12.6,0.371,0.474,0.273,0.441,0.81,0.482,0
Johnny O'Bryant,2015-16,22,MIL,NBA,66,857,4,5.1,12.4,5.1,12.4,0.1,0.1,1.6,2.4,3.9,6.6,10.5,1.9,1.1,0.5,1.8,5.9,11.9,0.411,0.409,1.0,0.414,0.675,0.441,0
Luke Walton,2012-13,32,CLE,NBA,50,857,0,4.3,11.0,3.1,6.9,1.2,4.1,0.6,1.2,2.3,6.5,8.8,10.1,2.5,0.8,3.6,5.9,10.4,0.392,0.447,0.299,0.448,0.5,0.453,0
C.J. Miles,2018-19,31,TOT,NBA,53,856,1,6.3,17.6,2.6,6.1,3.8,11.5,2.7,3.3,0.7,4.6,5.4,2.0,1.5,0.9,1.7,4.5,19.2,0.36,0.417,0.33,0.468,0.828,0.504,0
David West,2016-17,36,GSW,NBA,68,854,0,7.6,14.2,7.4,13.7,0.2,0.5,2.4,3.2,2.6,8.8,11.4,8.5,2.4,2.7,4.4,5.9,17.8,0.536,0.541,0.375,0.542,0.768,0.5710000000000001,0
Joey Dorsey,2014-15,31,HOU,NBA,69,854,17,4.7,8.4,4.7,8.4,0.0,0.1,1.4,4.8,6.0,10.2,16.2,1.5,2.3,1.5,2.4,9.1,10.7,0.552,0.556,0.0,0.552,0.289,0.507,0
Malik Monk,2017-18,19,CHO,NBA,63,854,0,8.7,24.3,4.0,10.4,4.7,13.9,1.8,2.2,0.5,3.3,3.8,5.2,1.1,0.5,2.8,3.4,24.0,0.36,0.385,0.342,0.458,0.8420000000000001,0.477,0
Ronnie Brewer,2012-13,27,TOT,NBA,60,853,34,4.4,12.3,2.9,7.6,1.4,4.7,1.0,2.4,2.6,6.1,8.7,3.1,2.7,0.4,1.1,2.1,11.1,0.354,0.385,0.303,0.412,0.41,0.416,0
DeJuan Blair,2012-13,23,SAS,NBA,61,851,16,8.5,16.2,8.5,16.2,0.0,0.1,2.6,4.2,4.0,9.8,13.8,2.7,2.2,0.6,2.9,6.7,19.6,0.524,0.526,0.0,0.524,0.629,0.5429999999999999,0
Quincy Acy,2013-14,23,TOT,NBA,63,847,0,4.0,8.5,3.7,7.6,0.2,0.9,2.1,3.2,4.3,8.7,13.0,1.7,1.4,1.6,1.8,7.3,10.3,0.468,0.4920000000000001,0.267,0.482,0.66,0.52,0
Meyers Leonard,2014-15,22,POR,NBA,55,847,7,7.5,14.7,4.7,8.0,2.8,6.7,1.8,1.9,2.8,12.3,15.0,1.9,0.6,0.8,2.3,6.8,19.7,0.51,0.586,0.42,0.606,0.938,0.631,0
Dewayne Dedmon,2014-15,25,ORL,NBA,59,845,15,5.5,9.8,5.5,9.7,0.0,0.1,2.1,3.9,7.1,10.7,17.9,0.5,1.0,3.0,3.1,8.5,13.1,0.562,0.565,0.0,0.562,0.531,0.568,0
Juan Hernangómez,2016-17,21,DEN,NBA,62,842,9,5.9,13.0,3.2,6.4,2.7,6.6,3.3,4.4,2.5,8.4,10.8,1.7,1.7,0.7,1.8,3.6,17.7,0.451,0.495,0.407,0.5539999999999999,0.75,0.5920000000000001,0
Mike Dunleavy,2016-17,36,TOT,NBA,53,841,2,5.5,13.0,2.4,5.1,3.1,7.9,2.1,2.7,1.1,5.7,6.8,2.9,0.9,0.4,1.6,3.9,16.2,0.423,0.465,0.396,0.5429999999999999,0.8,0.573,0
Tim Frazier,2017-18,27,WAS,NBA,59,838,11,4.0,10.2,3.0,6.9,1.0,3.3,1.4,1.8,1.1,5.7,6.8,11.5,2.8,0.4,3.4,5.7,10.4,0.395,0.44,0.304,0.445,0.767,0.475,0
Nick Calathes,2014-15,25,MEM,NBA,58,838,0,6.5,15.4,5.8,12.7,0.7,2.7,1.5,2.8,1.2,5.4,6.6,9.1,3.9,0.3,3.8,6.2,15.1,0.421,0.456,0.256,0.443,0.5329999999999999,0.455,0
Michael Carter-Williams,2017-18,26,CHO,NBA,52,835,2,4.4,13.4,3.6,9.9,0.8,3.4,4.3,5.2,2.2,5.9,8.1,6.8,2.6,1.3,3.0,5.8,14.0,0.332,0.365,0.237,0.362,0.82,0.446,0
Kris Humphries,2015-16,30,TOT,NBA,53,835,17,7.1,17.3,5.1,11.0,2.0,6.3,3.9,4.9,3.3,9.4,12.8,2.1,0.9,1.3,2.2,5.5,20.1,0.41,0.465,0.315,0.468,0.7979999999999999,0.517,0
Shelvin Mack,2014-15,24,ATL,NBA,55,833,0,7.2,17.9,4.7,10.1,2.5,7.8,1.5,1.9,0.5,4.4,4.8,9.5,1.8,0.1,3.0,2.0,18.3,0.401,0.467,0.315,0.469,0.8059999999999999,0.489,0
Ish Smith,2014-15,26,TOT,NBA,55,832,14,8.6,22.1,7.5,18.5,1.1,3.6,2.0,3.4,0.9,5.1,6.0,10.8,2.2,0.4,4.7,3.0,20.4,0.39,0.407,0.3,0.414,0.596,0.431,0
Marreese Speights,2015-16,28,GSW,NBA,72,832,0,11.4,26.5,10.0,22.9,1.4,3.6,5.5,6.6,4.5,9.4,13.9,3.5,1.1,2.0,3.8,6.8,29.7,0.4320000000000001,0.439,0.387,0.458,0.825,0.506,0
Michael Beasley,2013-14,25,MIA,NBA,55,831,2,11.2,22.5,9.9,19.1,1.3,3.4,3.9,5.0,2.0,8.9,10.9,2.7,1.5,1.3,3.6,5.9,27.6,0.499,0.518,0.389,0.528,0.772,0.5589999999999999,0
Chris Wilcox,2012-13,30,BOS,NBA,61,830,7,6.9,9.6,6.9,9.6,0.0,0.1,2.5,3.7,3.5,7.9,11.3,1.4,2.0,1.8,2.1,7.9,16.3,0.7190000000000001,0.7240000000000001,0.0,0.7190000000000001,0.672,0.725,0
Luke Babbitt,2014-15,25,NOP,NBA,63,830,19,5.8,12.2,2.1,4.9,3.7,7.3,0.8,1.2,0.8,6.3,7.0,1.5,1.1,0.7,1.6,4.0,16.2,0.479,0.429,0.513,0.633,0.684,0.639,0
Antonio Blakeney,2018-19,22,CHI,NBA,57,829,3,9.7,23.2,7.6,17.8,2.1,5.3,2.9,4.4,0.4,5.8,6.2,2.5,0.7,0.5,2.0,2.4,24.5,0.419,0.426,0.396,0.465,0.6579999999999999,0.487,0
Chris Copeland,2014-15,30,IND,NBA,50,828,12,7.0,19.3,3.7,8.9,3.2,10.4,2.1,2.8,1.4,5.5,6.9,3.2,0.7,0.7,3.7,4.9,19.2,0.361,0.42,0.311,0.445,0.733,0.468,0
John Henson,2012-13,22,MIL,NBA,63,827,9,9.9,20.6,9.9,20.4,0.0,0.2,3.4,6.4,7.1,11.1,18.2,1.9,1.2,2.6,2.9,5.1,23.3,0.482,0.486,0.0,0.482,0.5329999999999999,0.4970000000000001,0
John Lucas III,2012-13,30,TOR,NBA,63,827,0,8.3,21.4,4.6,11.8,3.7,9.7,1.2,1.6,0.5,3.7,4.2,6.7,1.5,0.1,1.7,3.2,21.4,0.386,0.393,0.377,0.472,0.72,0.483,0
Jon Leuer,2014-15,25,MEM,NBA,63,824,6,7.7,17.3,7.2,15.5,0.4,1.8,2.3,3.7,3.2,9.9,13.1,2.9,1.1,0.6,2.2,5.4,18.1,0.443,0.467,0.241,0.456,0.627,0.478,0
Kyle O'Quinn,2014-15,24,ORL,NBA,51,824,17,7.4,15.0,6.6,12.4,0.7,2.7,2.7,3.5,2.9,9.5,12.4,3.7,1.9,2.4,3.4,6.8,18.2,0.4920000000000001,0.5379999999999999,0.279,0.517,0.772,0.55,0
Paul Zipser,2017-18,23,CHI,NBA,54,824,12,4.8,13.9,2.6,7.3,2.2,6.5,1.1,1.5,0.8,7.0,7.8,2.7,1.2,0.9,2.5,5.1,12.9,0.34600000000000003,0.355,0.336,0.425,0.76,0.445,0
Andrew Nicholson,2015-16,26,ORL,NBA,56,823,0,8.9,18.8,6.4,11.9,2.5,6.9,3.1,3.9,2.1,10.1,12.2,1.5,0.6,1.3,2.5,4.2,23.3,0.471,0.536,0.36,0.537,0.785,0.5670000000000001,0
Pablo Prigioni,2015-16,38,LAC,NBA,59,823,3,3.3,9.0,1.6,3.2,1.7,5.8,0.4,0.5,2.3,4.6,6.9,7.9,3.2,0.1,3.0,5.0,8.8,0.374,0.519,0.295,0.469,0.875,0.482,0
Aron Baynes,2018-19,32,BOS,NBA,51,821,18,6.2,13.1,4.9,9.5,1.2,3.6,3.1,3.6,5.2,8.9,14.1,3.3,0.7,2.0,2.3,7.3,16.7,0.471,0.519,0.344,0.518,0.855,0.5670000000000001,0
Harry Giles,2018-19,20,SAC,NBA,58,820,0,9.9,19.8,9.9,19.4,0.0,0.3,3.3,5.2,3.7,8.9,12.6,4.8,1.8,1.2,4.1,8.5,23.2,0.503,0.512,0.0,0.503,0.637,0.526,0
Gorgui Dieng,2013-14,24,MIN,NBA,60,818,15,6.8,13.7,6.8,13.6,0.1,0.1,3.6,5.6,6.2,11.9,18.1,2.4,1.8,3.0,3.3,6.5,17.2,0.498,0.496,1.0,0.5,0.634,0.534,0
Jason Terry,2017-18,40,MIL,NBA,51,814,4,3.6,9.4,1.2,2.4,2.5,7.0,0.5,0.6,0.3,2.6,2.9,3.6,2.6,0.8,1.5,3.2,10.2,0.383,0.487,0.348,0.513,0.889,0.525,0
Jonathon Simmons,2015-16,26,SAS,NBA,55,813,2,7.7,15.2,6.5,12.3,1.1,3.0,4.3,5.8,1.0,5.0,6.0,3.7,1.5,0.3,3.3,6.5,20.8,0.504,0.5329999999999999,0.383,0.541,0.75,0.586,0
Willy Hernangómez,2018-19,24,CHO,NBA,58,812,3,9.2,17.7,8.3,15.3,0.9,2.3,6.0,8.6,7.0,11.6,18.6,3.6,1.0,1.2,3.5,5.9,25.2,0.519,0.539,0.385,0.544,0.6940000000000001,0.5870000000000001,0
Ramon Sessions,2016-17,30,CHO,NBA,50,811,1,6.2,16.3,4.9,12.4,1.3,3.8,5.6,7.3,0.7,3.8,4.5,8.0,1.7,0.2,2.8,2.7,19.3,0.38,0.393,0.339,0.42,0.7709999999999999,0.495,0
Wesley Johnson,2016-17,29,LAC,NBA,68,810,3,4.5,12.3,2.7,5.1,1.8,7.3,0.7,1.0,1.6,9.6,11.2,1.4,1.8,1.9,1.1,5.1,11.5,0.365,0.537,0.246,0.438,0.647,0.448,0
Ekpe Udoh,2017-18,30,UTA,NBA,63,810,3,3.7,7.4,3.7,7.4,0.0,0.1,2.6,3.5,4.2,5.1,9.3,3.3,2.7,4.6,1.2,6.5,10.0,0.5,0.504,0.0,0.5,0.75,0.56,0
Jordan Bell,2017-18,23,GSW,NBA,57,809,13,6.9,11.0,6.9,10.8,0.0,0.2,1.8,2.6,3.6,8.8,12.3,6.1,2.1,3.3,3.0,5.5,15.6,0.627,0.6409999999999999,0.0,0.627,0.682,0.6409999999999999,0
Dāvis Bertāns,2016-17,24,SAS,NBA,67,808,6,6.5,14.8,2.1,3.8,4.4,10.9,1.8,2.1,1.4,4.8,6.2,2.9,1.3,1.8,2.0,4.7,19.1,0.44,0.557,0.399,0.588,0.8240000000000001,0.609,0
Timothé Luwawu-Cabarrot,2017-18,22,PHI,NBA,52,807,7,6.0,15.9,2.8,6.5,3.2,9.4,2.7,3.5,0.8,3.5,4.3,3.2,0.7,0.3,2.3,5.8,17.8,0.375,0.431,0.335,0.474,0.7929999999999999,0.511,0
Eric Moreland,2017-18,26,DET,NBA,67,805,3,4.1,7.6,4.1,7.6,0.0,0.0,0.7,1.8,5.0,12.2,17.2,4.8,1.9,3.2,2.6,7.2,8.9,0.541,0.541,,0.541,0.379,0.531,0
Derrick Williams,2016-17,25,TOT,NBA,50,804,11,6.7,15.2,4.9,9.2,1.9,6.0,3.6,5.6,1.2,6.9,8.1,1.7,0.9,0.4,1.7,3.7,19.0,0.443,0.531,0.309,0.504,0.652,0.537,0
DeQuan Jones,2012-13,22,ORL,NBA,63,803,17,6.2,14.1,5.6,11.9,0.6,2.3,2.2,3.3,1.1,5.7,6.8,1.0,1.2,1.4,1.9,3.6,15.1,0.436,0.47,0.257,0.456,0.667,0.485,0
Patty Mills,2014-15,26,SAS,NBA,51,801,0,8.2,21.5,4.2,9.8,4.0,11.6,2.1,2.6,1.3,3.5,4.8,5.6,1.8,0.1,2.2,3.7,22.4,0.381,0.429,0.341,0.473,0.825,0.496,0
Cole Aldrich,2015-16,27,LAC,NBA,60,800,5,8.4,14.1,8.4,14.1,0.0,0.0,3.8,5.3,5.4,12.7,18.0,3.1,2.9,4.3,4.0,8.7,20.5,0.596,0.596,,0.596,0.7140000000000001,0.626,0
Thomas Robinson,2014-15,23,TOT,NBA,54,798,4,8.0,16.5,8.0,16.3,0.0,0.1,3.5,6.7,6.0,13.2,19.2,2.1,2.0,1.3,3.7,6.6,19.5,0.485,0.488,0.0,0.485,0.528,0.502,0
Spencer Hawes,2016-17,28,TOT,NBA,54,797,1,8.5,17.5,6.9,12.4,1.6,5.1,2.8,3.3,2.4,9.7,12.1,5.1,0.9,1.9,3.1,4.9,21.3,0.484,0.556,0.309,0.529,0.846,0.562,0
Dirk Nowitzki,2018-19,40,DAL,NBA,51,795,20,8.2,22.9,4.3,10.4,3.9,12.5,2.4,3.1,0.3,9.3,9.6,2.1,0.5,1.1,1.1,4.6,22.8,0.359,0.415,0.312,0.444,0.78,0.469,0
Rashard Lewis,2012-13,33,MIA,NBA,55,792,9,6.9,16.6,3.5,7.9,3.4,8.8,1.9,3.0,1.3,6.8,8.1,2.0,1.4,0.9,2.2,4.5,19.1,0.414,0.441,0.389,0.516,0.622,0.53,0
Ben Gordon,2014-15,31,ORL,NBA,56,790,0,8.4,19.1,6.1,12.8,2.3,6.3,3.6,4.3,0.4,3.7,4.1,3.2,0.9,0.1,3.6,3.9,22.6,0.4370000000000001,0.475,0.361,0.4970000000000001,0.836,0.5379999999999999,0
Quincy Miller,2013-14,21,DEN,NBA,52,789,16,5.8,15.9,4.0,10.0,1.9,5.8,2.4,3.4,2.2,6.9,9.1,1.6,1.4,2.0,3.0,4.3,15.9,0.3670000000000001,0.395,0.319,0.426,0.7090000000000001,0.459,0
Jordan Bell,2018-19,24,GSW,NBA,68,788,3,6.0,11.6,6.0,11.5,0.0,0.1,1.5,2.5,3.3,7.8,11.1,4.6,1.2,3.1,2.5,4.8,13.5,0.516,0.521,0.0,0.516,0.61,0.531,0
Bismack Biyombo,2018-19,26,CHO,NBA,54,783,32,5.5,9.7,5.5,9.7,0.0,0.0,3.6,5.7,5.0,10.3,15.3,2.0,0.7,2.5,2.1,6.4,14.7,0.5710000000000001,0.5710000000000001,,0.5710000000000001,0.637,0.602,0
DeAndre Liggins,2016-17,28,TOT,NBA,62,777,19,3.5,9.1,2.4,6.2,1.1,3.0,1.6,2.6,1.3,5.7,6.9,3.5,3.0,0.9,2.7,5.2,9.8,0.387,0.396,0.37,0.447,0.625,0.476,0
Sterling Brown,2017-18,22,MIL,NBA,54,776,4,5.3,13.2,3.2,7.3,2.1,5.8,1.3,1.5,1.7,7.5,9.2,1.6,2.0,0.8,1.6,5.1,13.9,0.4,0.439,0.35200000000000004,0.478,0.875,0.503,0
Jan Veselý,2013-14,23,TOT,NBA,54,776,1,5.8,11.2,5.8,11.2,0.0,0.0,1.2,3.6,5.3,7.2,12.4,1.4,3.4,2.3,2.3,7.9,12.8,0.514,0.514,,0.514,0.339,0.498,0
Shane Larkin,2017-18,25,BOS,NBA,54,775,2,5.4,14.1,3.4,8.6,2.0,5.5,2.1,2.4,1.0,5.0,5.9,6.3,1.9,0.1,2.1,3.7,14.9,0.384,0.398,0.36,0.454,0.865,0.491,0
Tyus Jones,2016-17,20,MIN,NBA,60,774,0,4.9,11.9,3.2,7.1,1.7,4.8,2.2,2.8,0.7,3.7,4.4,10.2,3.1,0.3,2.5,3.3,13.7,0.414,0.454,0.35600000000000004,0.486,0.767,0.523,0
Justin Holiday,2015-16,26,TOT,NBA,53,773,5,5.7,14.7,3.4,7.9,2.3,6.8,1.7,2.4,0.8,5.0,5.8,3.6,2.1,1.2,2.5,3.9,15.4,0.386,0.423,0.343,0.465,0.73,0.489,0
Hasheem Thabeet,2012-13,25,OKC,NBA,66,770,4,4.3,7.1,4.3,7.1,0.0,0.0,2.1,3.5,4.6,8.4,13.0,0.7,2.0,4.0,2.7,9.9,10.7,0.604,0.604,,0.604,0.604,0.619,0
Earl Clark,2013-14,26,TOT,NBA,54,768,17,6.5,17.6,3.8,9.4,2.8,8.2,1.5,2.3,1.5,8.1,9.6,1.2,1.1,1.7,2.1,4.5,17.3,0.3720000000000001,0.403,0.336,0.45,0.647,0.466,0
Perry Jones,2013-14,22,OKC,NBA,62,764,7,5.5,11.9,4.0,7.9,1.4,4.0,1.8,2.8,1.8,5.7,7.5,1.7,0.9,1.3,1.4,4.1,14.2,0.459,0.508,0.361,0.519,0.667,0.541,0
Kyle O'Quinn,2015-16,25,NYK,NBA,65,764,1,8.7,18.2,8.3,16.8,0.3,1.5,3.1,4.0,5.1,11.7,16.8,4.8,1.3,3.3,4.1,7.2,20.8,0.476,0.498,0.227,0.485,0.767,0.52,0
Terrance Ferguson,2017-18,19,OKC,NBA,61,763,12,4.6,11.0,2.0,3.2,2.6,7.8,0.6,0.7,1.2,1.8,3.1,1.2,1.6,0.7,0.7,5.4,12.3,0.414,0.612,0.333,0.5329999999999999,0.9,0.545,0
Amar'e Stoudemire,2015-16,33,MIA,NBA,52,762,36,8.4,14.9,8.4,14.9,0.0,0.0,3.4,4.5,4.4,10.6,14.9,1.8,1.2,2.8,3.2,6.2,20.2,0.5660000000000001,0.5660000000000001,,0.5660000000000001,0.746,0.599,0
Troy Daniels,2018-19,27,PHO,NBA,51,760,1,7.1,17.3,2.5,5.1,4.6,12.2,1.1,1.4,0.8,3.8,4.6,1.6,1.6,0.3,1.7,5.0,20.0,0.411,0.481,0.381,0.545,0.7829999999999999,0.5579999999999999,0
Nenê Hilário,2017-18,35,HOU,NBA,52,758,4,8.8,15.5,8.8,15.4,0.0,0.1,4.4,6.9,3.5,7.9,11.4,2.9,1.8,0.9,2.5,8.0,22.1,0.569,0.574,0.0,0.569,0.636,0.594,0
Chuck Hayes,2013-14,30,TOT,NBA,61,754,1,3.9,9.0,3.9,8.9,0.0,0.1,1.4,1.7,4.8,9.7,14.5,2.4,2.3,0.8,2.3,6.5,9.1,0.431,0.434,0.0,0.431,0.8,0.468,0
Cristiano Felício,2018-19,26,CHI,NBA,60,746,0,6.2,11.6,6.2,11.4,0.0,0.3,3.3,4.7,5.1,9.0,14.2,2.4,0.7,0.5,2.1,4.5,15.6,0.531,0.5429999999999999,0.0,0.531,0.685,0.568,0
Tim Frazier,2015-16,25,TOT,NBA,51,741,2,6.4,15.4,5.4,12.2,1.1,3.2,3.6,5.0,1.7,5.6,7.4,10.9,2.2,0.1,4.4,4.9,17.5,0.419,0.442,0.333,0.454,0.716,0.499,0
Jonas Jerebko,2013-14,26,DET,NBA,64,741,0,6.7,14.2,4.6,9.1,2.1,5.0,2.9,4.0,3.5,8.5,11.9,2.7,1.4,0.4,2.9,5.8,18.4,0.471,0.5,0.419,0.546,0.7290000000000001,0.5770000000000001,0
Omri Casspi,2017-18,29,GSW,NBA,53,740,7,7.8,13.5,7.2,12.0,0.7,1.4,3.3,4.5,2.0,11.1,13.0,3.3,1.2,1.2,2.4,4.6,19.5,0.58,0.595,0.455,0.604,0.725,0.632,0
JaVale McGee,2016-17,29,GSW,NBA,77,739,10,13.5,20.8,13.5,20.6,0.0,0.2,3.6,7.2,6.5,9.4,15.9,1.1,1.2,4.4,2.6,7.1,30.7,0.652,0.6579999999999999,0.0,0.652,0.505,0.642,0
Garrett Temple,2014-15,28,WAS,NBA,52,735,18,4.7,11.9,2.4,5.7,2.3,6.1,2.4,3.3,1.7,4.6,6.3,3.9,2.9,0.6,2.4,5.3,14.2,0.4,0.4270000000000001,0.375,0.4970000000000001,0.7290000000000001,0.534,0
Gustavo Ayón,2012-13,27,TOT,NBA,55,734,3,6.5,11.8,6.5,11.8,0.0,0.0,1.4,3.5,4.2,9.8,14.0,5.0,1.6,1.2,3.3,7.5,14.4,0.551,0.551,,0.551,0.4,0.54,0
Luke Babbitt,2012-13,23,POR,NBA,62,730,0,6.2,16.8,1.7,4.0,4.5,12.8,0.7,0.9,1.1,8.8,9.9,2.1,1.0,0.4,1.6,5.9,17.6,0.368,0.429,0.348,0.5,0.769,0.509,0
Troy Brown,2018-19,19,WAS,NBA,52,730,10,6.3,15.2,4.9,10.7,1.4,4.5,2.1,3.0,2.3,7.1,9.4,5.2,1.4,0.3,1.9,3.6,16.1,0.415,0.455,0.319,0.462,0.6809999999999999,0.487,0
Salah Mejri,2017-18,31,DAL,NBA,61,729,1,6.1,9.4,6.1,9.2,0.0,0.2,2.6,4.5,5.9,11.1,16.9,2.4,1.5,4.6,2.7,8.3,14.7,0.642,0.657,0.0,0.642,0.5760000000000001,0.644,0
Joel Freeland,2013-14,26,POR,NBA,52,727,0,5.4,11.3,5.4,11.1,0.0,0.1,1.4,2.0,6.1,8.4,14.5,2.5,0.7,1.5,2.2,6.6,12.1,0.475,0.481,0.0,0.475,0.69,0.498,0
DeAndre Liggins,2017-18,29,TOT,NBA,58,724,4,2.7,7.2,1.4,3.6,1.3,3.6,0.1,0.3,0.5,4.6,5.1,3.3,2.5,1.0,1.4,5.5,6.9,0.377,0.396,0.358,0.467,0.4,0.467,0
James Anderson,2015-16,26,SAC,NBA,51,721,15,4.5,11.9,2.9,6.1,1.5,5.7,1.5,1.9,0.9,4.9,5.7,2.7,1.4,0.9,2.8,3.6,11.9,0.376,0.478,0.267,0.441,0.759,0.469,0
Tomáš Satoranský,2016-17,25,WAS,NBA,57,719,3,4.2,10.1,3.6,7.5,0.6,2.5,1.6,2.3,1.7,4.0,5.7,6.3,1.8,0.4,2.6,4.1,10.6,0.415,0.473,0.243,0.446,0.6970000000000001,0.477,0
Gary Harris,2014-15,20,DEN,NBA,55,719,6,4.6,15.1,3.1,7.9,1.5,7.2,2.4,3.3,1.5,3.0,4.4,2.0,2.7,0.5,2.6,4.9,13.1,0.304,0.395,0.204,0.353,0.745,0.395,0
Luke Babbitt,2017-18,28,TOT,NBA,50,715,14,6.3,14.8,2.1,4.1,4.1,10.7,1.2,1.5,0.5,6.1,6.6,2.1,0.5,0.5,1.3,3.7,17.8,0.423,0.525,0.385,0.563,0.773,0.5760000000000001,0
Jeff Adrien,2012-13,26,CHA,NBA,52,713,5,5.3,12.4,5.3,12.2,0.0,0.1,4.8,7.4,5.0,9.4,14.4,2.7,1.3,2.0,2.4,5.9,15.4,0.429,0.434,0.0,0.429,0.65,0.493,0
Dwayne Bacon,2017-18,22,CHO,NBA,53,713,6,4.9,13.1,4.2,10.2,0.8,2.9,1.4,1.7,0.3,8.2,8.5,2.6,1.1,0.1,1.6,3.1,12.0,0.375,0.409,0.256,0.404,0.8,0.431,0
Tyler Zeller,2015-16,26,BOS,NBA,60,710,3,9.5,19.9,9.5,19.9,0.0,0.0,6.0,7.4,4.3,8.0,12.2,2.0,0.7,1.5,3.2,6.7,25.0,0.476,0.476,,0.476,0.815,0.539,0
Dewayne Dedmon,2015-16,26,ORL,NBA,58,705,20,7.0,12.6,7.0,12.6,0.0,0.0,4.0,5.4,4.8,11.4,16.2,0.9,1.6,3.3,2.3,7.7,18.1,0.5589999999999999,0.5589999999999999,,0.5589999999999999,0.75,0.606,0
Hedo Türkoğlu,2014-15,35,LAC,NBA,62,705,2,6.0,13.5,1.7,3.5,4.3,10.0,0.4,0.8,0.4,6.8,7.1,2.7,1.4,0.5,2.1,4.7,16.7,0.441,0.469,0.4320000000000001,0.601,0.545,0.602,0
