Player,Season,Age,Tm,Lg,G,MP,GS,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,All NBA
Kemba Walker\walkeke02,2016-17,26,CHO,NBA,79,2739,79,21.3,0.415,0.248,1.8,10.6,6.2,29.1,1.6,0.7,9.5,29.2,113,111,5.9,2.2,8.1,0.142,4.9,-0.8,4.1,4.2,0
Kemba Walker\walkeke02,2017-18,27,CHO,NBA,80,2736,80,20.6,0.441,0.308,1.2,8.7,4.9,27.4,1.6,0.7,10.4,27.4,115,111,6.5,2.0,8.6,0.15,4.7,-0.7,4.0,4.2,0
Monta Ellis\ellismo01,2015-16,30,IND,NBA,81,2734,81,13.7,0.276,0.20199999999999999,1.7,9.1,5.4,22.2,2.7,1.1,15.4,21.2,99,103,0.4,3.9,4.3,0.075,-1.0,1.1,0.1,1.5,0
Ben Simmons\simmobe01,2017-18,21,PHI,NBA,81,2732,81,20.0,0.011000000000000001,0.342,5.9,19.5,13.0,37.4,2.5,2.1,19.5,22.3,111,102,4.2,5.0,9.2,0.162,2.0,2.5,4.5,4.5,0
Josh Smith\smithjo03,2013-14,28,DET,NBA,77,2730,76,14.1,0.215,0.244,3.9,17.6,10.4,15.0,1.9,3.2,12.7,24.5,95,108,-1.4,2.5,1.1,0.02,-0.9,0.1,-0.8,0.8,0
Kyrie Irving\irvinky01,2014-15,22,CLE,NBA,75,2730,75,21.5,0.306,0.29600000000000004,2.3,7.5,5.0,25.0,2.2,0.6,11.8,26.2,117,108,8.4,2.0,10.4,0.183,4.4,-0.4,4.1,4.2,1
Devin Booker\bookede01,2016-17,20,PHO,NBA,78,2730,78,14.6,0.28300000000000003,0.308,1.8,8.3,5.0,16.3,1.3,0.6,12.9,28.6,103,116,1.3,0.6,2.0,0.035,0.3,-2.3,-1.9,0.1,0
Brandon Jennings\jennibr01,2013-14,24,DET,NBA,80,2728,79,15.6,0.40299999999999997,0.28300000000000003,2.2,7.8,4.9,34.4,1.9,0.2,14.4,23.4,106,113,3.0,0.9,3.9,0.068,1.9,-1.9,0.1,1.4,0
Anthony Davis\davisan02,2017-18,24,NOP,NBA,75,2727,75,28.9,0.111,0.409,7.7,24.8,16.5,10.8,2.0,5.6,8.6,30.0,119,102,8.8,4.9,13.7,0.24100000000000002,5.3,1.4,6.7,5.9,1
Taj Gibson\gibsota01,2017-18,32,MIN,NBA,82,2726,82,15.4,0.047,0.251,8.1,16.7,12.4,5.2,1.1,1.9,9.8,14.7,123,112,5.4,1.7,7.2,0.126,0.1,-0.7,-0.5,1.0,0
Trevor Ariza\arizatr01,2013-14,28,WAS,NBA,77,2723,77,15.8,0.518,0.226,4.1,16.3,10.1,10.8,2.4,0.6,12.3,17.8,113,104,4.3,3.7,8.0,0.141,1.3,1.0,2.3,3.0,0
Dwight Howard\howardw01,2012-13,27,LAL,NBA,76,2722,76,19.4,0.006999999999999999,0.887,10.4,27.4,19.1,6.6,1.6,4.9,16.6,22.2,105,100,2.8,4.8,7.6,0.134,-0.6,1.1,0.6,1.8,1
Thaddeus Young\youngth01,2013-14,25,PHI,NBA,79,2718,78,16.6,0.228,0.17800000000000002,6.3,12.8,9.5,11.8,3.0,1.1,10.7,24.1,101,108,1.2,2.3,3.5,0.062,0.4,-0.5,-0.1,1.3,0
DeMar DeRozan\derozde01,2017-18,28,TOR,NBA,80,2711,80,21.0,0.203,0.396,2.5,10.4,6.5,25.0,1.5,0.6,9.5,29.6,114,109,6.8,2.8,9.6,0.17,3.3,-0.6,2.8,3.2,1
LeBron James\jamesle01,2015-16,31,CLE,NBA,76,2709,76,27.5,0.19899999999999998,0.34700000000000003,4.7,18.8,11.8,36.0,2.0,1.5,13.2,31.4,116,103,9.6,4.0,13.6,0.242,7.0,2.0,9.0,7.5,1
Anthony Davis\davisan02,2016-17,23,NOP,NBA,75,2708,75,27.5,0.08800000000000001,0.424,6.7,27.9,17.2,11.1,1.7,5.1,9.1,32.6,112,102,5.9,5.1,11.0,0.195,4.4,1.4,5.9,5.4,1
Zach Randolph\randoza01,2013-14,32,MEM,NBA,79,2705,79,18.3,0.017,0.281,11.6,23.3,17.4,12.7,1.1,0.7,12.0,26.1,105,105,2.9,3.5,6.4,0.113,0.8,-0.9,-0.1,1.3,0
Joe Johnson\johnsjo02,2015-16,34,TOT,NBA,81,2703,81,12.0,0.364,0.165,2.0,10.2,6.1,18.0,1.1,0.1,14.7,17.9,104,113,1.9,0.8,2.7,0.048,-0.6,-1.3,-1.9,0.1,0
Kevin Durant\duranke01,2018-19,30,GSW,NBA,78,2702,78,24.2,0.281,0.366,1.4,17.5,9.8,26.2,1.0,2.6,12.3,29.0,121,110,8.6,2.9,11.5,0.204,5.4,0.1,5.5,5.1,1
Ben Simmons\simmobe01,2018-19,22,PHI,NBA,79,2700,79,20.0,0.006,0.446,6.9,20.0,13.7,34.2,2.0,1.8,19.3,22.1,114,108,4.6,3.6,8.2,0.146,2.2,1.3,3.6,3.8,0
Stephen Curry\curryst01,2015-16,27,GSW,NBA,79,2700,79,31.5,0.5539999999999999,0.25,2.9,13.6,8.6,33.7,3.0,0.4,12.9,32.6,125,103,13.8,4.1,17.9,0.318,10.3,1.6,11.9,9.5,1
Monta Ellis\ellismo01,2014-15,29,DAL,NBA,80,2699,80,16.5,0.21,0.22399999999999998,1.4,6.4,3.9,20.5,2.8,0.8,11.7,27.9,100,107,1.4,2.2,3.6,0.065,0.0,-0.1,-0.1,1.3,0
Damian Lillard\lillada01,2016-17,26,POR,NBA,75,2694,75,24.1,0.389,0.366,1.9,13.3,7.6,28.7,1.3,0.6,10.2,31.5,118,113,8.8,1.5,10.4,0.185,6.1,-1.1,5.0,4.8,0
Tyreke Evans\evansty01,2014-15,25,NOP,NBA,79,2690,76,17.7,0.195,0.25,3.5,14.1,8.8,32.7,2.0,1.0,16.0,26.1,103,107,2.4,2.2,4.6,0.08199999999999999,1.4,-0.2,1.2,2.2,0
Greg Monroe\monrogr01,2013-14,23,DET,NBA,82,2690,82,18.1,0.001,0.36200000000000004,9.9,21.6,15.4,10.3,1.7,1.4,12.4,21.4,109,108,3.7,2.3,5.9,0.106,0.6,-0.6,0.1,1.4,0
Josh Richardson\richajo01,2017-18,24,MIA,NBA,81,2689,81,13.6,0.38,0.16,2.9,9.0,6.0,13.2,2.3,2.4,12.9,18.2,106,106,1.8,3.5,5.4,0.096,-0.6,1.3,0.7,1.8,0
Paul George\georgpa01,2016-17,26,IND,NBA,75,2689,75,20.2,0.368,0.27699999999999997,2.5,17.9,10.3,16.1,2.2,0.9,12.7,28.9,109,108,3.9,3.1,7.1,0.126,3.0,0.1,3.1,3.4,0
DeMar DeRozan\derozde01,2018-19,29,SAS,NBA,77,2688,77,19.6,0.034,0.336,2.2,16.4,9.4,27.6,1.6,1.1,11.7,27.9,110,111,3.6,2.6,6.3,0.11199999999999999,1.0,0.1,1.1,2.2,0
Marc Gasol\gasolma01,2014-15,30,MEM,NBA,81,2687,81,21.7,0.016,0.41,4.9,21.8,13.4,19.7,1.4,4.0,12.2,24.6,111,100,5.5,4.7,10.2,0.182,2.7,2.4,5.1,4.8,1
LaMarcus Aldridge\aldrila01,2018-19,33,SAS,NBA,81,2687,81,22.9,0.032,0.312,10.3,19.8,15.1,11.6,0.8,3.4,8.8,26.9,117,110,6.4,2.9,9.3,0.16699999999999998,2.4,-0.6,1.8,2.6,0
Rudy Gay\gayru01,2012-13,26,TOT,NBA,75,2687,74,15.6,0.20800000000000002,0.235,4.3,16.3,10.2,13.6,2.3,1.6,12.5,27.2,98,102,0.1,3.9,4.0,0.07200000000000001,0.5,0.5,1.1,2.1,0
Greg Monroe\monrogr01,2012-13,22,DET,NBA,81,2687,81,19.5,0.004,0.371,9.9,23.6,16.7,18.6,2.1,1.6,16.0,24.8,104,105,2.7,3.2,5.9,0.105,1.5,0.4,1.8,2.6,0
Greivis Vásquez\vasqugr01,2012-13,26,NOH,NBA,78,2685,78,16.3,0.24,0.152,1.9,13.3,7.5,44.9,1.3,0.2,18.6,23.0,105,112,3.0,0.7,3.8,0.067,1.6,-1.9,-0.4,1.1,0
Bradley Beal\bealbr01,2016-17,23,WAS,NBA,77,2684,77,20.1,0.418,0.259,2.2,7.8,5.0,16.2,1.5,0.7,9.6,26.5,117,112,6.9,1.6,8.5,0.152,4.2,-1.0,3.3,3.5,0
Will Barton\bartowi01,2017-18,27,DEN,NBA,81,2683,40,16.2,0.41100000000000003,0.22,3.0,14.2,8.6,18.5,1.5,1.6,11.7,20.7,113,112,4.4,1.8,6.2,0.111,1.6,-0.4,1.1,2.1,0
Josh Smith\smithjo03,2012-13,27,ATL,NBA,76,2683,76,17.7,0.17,0.272,5.8,21.3,13.6,20.9,1.8,3.9,14.6,26.7,97,101,-0.3,4.5,4.2,0.075,0.3,1.5,1.8,2.5,0
Pau Gasol\gasolpa01,2014-15,34,CHI,NBA,78,2681,78,22.7,0.023,0.317,9.2,27.6,18.6,14.4,0.5,4.0,10.7,24.7,112,101,6.0,4.4,10.4,0.187,2.9,0.6,3.5,3.7,1
J.R. Smith\smithjr01,2012-13,27,NYK,NBA,80,2678,0,17.6,0.349,0.249,2.7,16.3,9.3,14.5,2.0,0.8,8.8,26.5,107,106,4.0,2.7,6.7,0.12,1.6,-0.4,1.3,2.2,0
Damian Lillard\lillada01,2015-16,25,POR,NBA,75,2676,75,22.2,0.414,0.315,1.8,10.4,6.1,33.6,1.2,0.8,12.6,31.3,113,110,7.7,1.4,9.2,0.165,5.7,-1.3,4.4,4.3,1
Damian Lillard\lillada01,2017-18,27,POR,NBA,73,2670,73,25.2,0.445,0.38,2.6,10.6,6.6,30.9,1.4,0.8,11.1,30.6,120,109,9.9,2.7,12.6,0.22699999999999998,7.0,0.3,7.2,6.3,1
Ben McLemore\mclembe01,2014-15,21,SAC,NBA,82,2670,82,10.4,0.47100000000000003,0.193,1.4,8.6,5.1,8.4,1.5,0.6,13.3,17.2,104,112,1.7,0.8,2.5,0.045,-1.3,-0.9,-2.2,-0.2,0
Steven Adams\adamsst01,2018-19,25,OKC,NBA,80,2669,80,18.5,0.002,0.361,14.7,14.8,14.7,6.6,2.0,2.4,12.6,16.4,120,106,5.1,4.0,9.1,0.163,0.7,0.4,1.1,2.1,0
Tobias Harris\harrito02,2017-18,25,TOT,NBA,80,2668,80,17.1,0.364,0.177,2.4,15.7,9.0,11.8,1.3,1.1,7.4,23.3,112,110,4.2,2.5,6.7,0.12,2.3,-0.4,1.9,2.6,0
Goran Dragić\dragigo01,2013-14,27,PHO,NBA,76,2668,75,21.4,0.27399999999999997,0.381,2.9,7.4,5.2,28.1,2.0,0.6,14.3,24.5,119,109,8.4,2.0,10.3,0.18600000000000003,4.1,-0.2,3.9,4.0,1
Klay Thompson\thompkl01,2015-16,25,GSW,NBA,80,2666,80,18.6,0.469,0.159,1.5,10.3,6.2,9.8,1.1,1.4,8.5,26.3,112,107,5.5,2.6,8.0,0.14400000000000002,3.4,-1.6,1.8,2.5,1
Serge Ibaka\ibakase01,2013-14,24,OKC,NBA,81,2666,81,19.6,0.061,0.203,10.0,19.6,15.0,5.2,0.7,6.7,10.3,19.8,115,102,5.2,4.4,9.6,0.17300000000000001,1.1,0.6,1.7,2.5,0
Andre Drummond\drumman01,2015-16,22,DET,NBA,81,2666,81,21.2,0.006,0.5529999999999999,15.6,34.2,24.5,4.4,2.3,3.2,10.5,24.1,103,98,2.0,5.5,7.4,0.133,0.8,0.3,1.1,2.0,1
Ty Lawson\lawsoty01,2014-15,27,DEN,NBA,75,2665,75,18.5,0.221,0.392,1.6,8.1,4.7,43.0,1.7,0.3,14.6,20.6,113,111,6.0,1.0,7.0,0.126,3.0,-0.9,2.2,2.8,0
Jeff Teague\teaguje01,2016-17,28,IND,NBA,82,2657,82,19.2,0.27699999999999997,0.457,1.4,12.4,7.0,36.4,1.9,1.1,16.5,22.1,115,110,5.7,2.4,8.1,0.146,2.3,-0.1,2.2,2.8,0
Marcin Gortat\gortama01,2013-14,29,WAS,NBA,81,2655,80,17.6,0.001,0.273,8.7,25.1,16.7,8.4,0.8,3.8,11.8,18.2,112,103,4.1,4.0,8.1,0.146,0.2,0.6,0.8,1.8,0
Gorgui Dieng\dienggo01,2016-17,27,MIN,NBA,82,2653,82,14.2,0.065,0.253,8.1,20.5,14.2,8.6,1.7,3.1,12.7,14.0,114,110,3.2,2.5,5.7,0.10300000000000001,-0.8,0.6,-0.1,1.3,0
Klay Thompson\thompkl01,2018-19,28,GSW,NBA,78,2652,78,16.6,0.42700000000000005,0.113,1.6,10.1,6.0,10.5,1.5,1.5,7.2,25.6,110,112,2.9,2.3,5.3,0.095,1.1,-1.4,-0.3,1.2,0
Klay Thompson\thompkl01,2016-17,26,GSW,NBA,78,2649,78,17.4,0.47,0.158,2.2,9.2,5.9,9.3,1.2,1.2,8.0,26.1,111,108,4.2,2.9,7.1,0.129,2.4,-1.6,0.8,1.9,0
Andre Drummond\drumman01,2018-19,25,DET,NBA,79,2647,79,23.4,0.036000000000000004,0.392,16.8,34.7,25.4,7.2,2.5,4.4,12.4,22.9,113,100,4.1,5.9,10.0,0.18100000000000002,1.3,0.8,2.1,2.7,0
Paul Millsap\millspa01,2015-16,30,ATL,NBA,81,2647,81,21.3,0.218,0.38299999999999995,8.4,21.5,15.1,16.4,2.7,4.1,13.3,24.3,108,96,4.1,6.0,10.1,0.183,1.5,2.7,4.2,4.1,0
Wesley Matthews\matthwe02,2015-16,29,DAL,NBA,78,2644,78,10.9,0.615,0.171,1.1,8.8,4.9,8.9,1.5,0.5,7.8,17.2,105,109,1.9,1.8,3.7,0.067,-0.9,-0.1,-1.0,0.6,0
Isaiah Thomas\thomais02,2015-16,26,BOS,NBA,82,2644,79,21.5,0.336,0.39399999999999996,1.8,8.0,4.9,32.7,1.7,0.3,11.9,29.6,113,107,7.2,2.5,9.7,0.177,4.9,-0.6,4.3,4.2,0
Joe Johnson\johnsjo02,2012-13,31,BRK,NBA,72,2642,72,14.1,0.375,0.153,2.4,7.4,4.9,16.7,1.0,0.4,9.9,21.7,109,111,3.9,1.2,5.1,0.092,1.4,-1.4,0.0,1.3,0
Goran Dragić\dragigo01,2014-15,28,TOT,NBA,78,2640,78,17.4,0.258,0.23399999999999999,3.5,8.2,5.9,22.8,1.5,0.5,13.5,21.8,112,110,5.4,1.4,6.8,0.12300000000000001,1.6,-0.8,0.8,1.8,0
Jeremy Lin\linje01,2012-13,24,HOU,NBA,82,2640,82,14.9,0.287,0.307,1.4,9.1,5.3,29.4,2.5,0.8,18.8,20.8,106,107,3.0,2.5,5.4,0.099,-0.1,0.4,0.3,1.5,0
Stephen Curry\curryst01,2016-17,28,GSW,NBA,79,2638,79,24.6,0.547,0.251,2.7,11.4,7.3,31.2,2.6,0.5,13.0,30.1,119,105,8.7,3.9,12.6,0.22899999999999998,6.7,0.3,6.9,5.9,1
Donovan Mitchell\mitchdo01,2017-18,21,UTA,NBA,79,2638,71,16.7,0.40399999999999997,0.218,2.3,10.4,6.4,19.4,2.2,0.9,12.6,29.1,103,105,1.4,3.8,5.2,0.095,0.9,0.3,1.2,2.2,0
Ricky Rubio\rubiori01,2013-14,23,MIN,NBA,82,2638,82,15.4,0.19899999999999998,0.42200000000000004,2.5,11.9,7.1,37.8,3.6,0.3,21.8,16.4,106,104,2.2,3.6,5.9,0.107,-0.6,1.7,1.2,2.1,0
Harrison Barnes\barneha02,2017-18,25,DAL,NBA,77,2634,77,15.8,0.276,0.259,3.1,17.1,9.9,9.9,0.9,0.5,8.1,25.2,105,111,2.0,1.9,3.8,0.07,0.8,-1.3,-0.5,1.0,0
Aaron Gordon\gordoaa01,2018-19,23,ORL,NBA,78,2633,78,15.1,0.332,0.242,5.2,18.4,11.7,16.6,1.1,1.8,12.3,21.8,107,109,1.8,3.3,5.1,0.09300000000000001,0.3,0.3,0.6,1.7,0
Al Horford\horfoal01,2015-16,29,ATL,NBA,82,2631,82,19.4,0.244,0.12300000000000001,6.3,18.2,12.4,16.7,1.3,3.6,8.8,20.6,113,101,4.9,4.5,9.4,0.172,2.2,1.6,3.8,3.9,0
Tayshaun Prince\princta01,2012-13,32,TOT,NBA,82,2631,81,11.5,0.115,0.159,3.1,13.2,8.1,12.1,1.0,0.8,9.2,16.8,103,108,1.5,2.1,3.6,0.065,-0.9,-0.2,-1.2,0.5,0
Russell Westbrook\westbru01,2018-19,30,OKC,NBA,73,2630,73,21.1,0.27899999999999997,0.306,4.1,28.3,15.8,46.5,2.5,1.1,16.3,30.9,105,103,1.8,5.0,6.8,0.124,2.8,2.4,5.2,4.7,1
Thaddeus Young\youngth01,2012-13,24,PHI,NBA,76,2629,76,18.2,0.008,0.196,7.6,17.2,12.3,8.2,2.7,1.6,8.0,19.8,109,103,3.7,3.7,7.4,0.136,0.2,1.0,1.2,2.1,0
Dirk Nowitzki\nowitdi01,2013-14,35,DAL,NBA,80,2628,80,23.6,0.258,0.295,1.8,20.0,10.9,14.2,1.4,1.4,7.5,26.9,120,108,8.6,2.3,10.9,0.19899999999999998,5.0,0.0,5.0,4.7,0
Jeff Teague\teaguje01,2012-13,24,ATL,NBA,80,2628,78,16.8,0.255,0.23199999999999998,1.1,6.7,3.9,36.1,2.3,0.8,17.6,23.0,106,106,3.5,2.6,6.1,0.111,0.9,-0.6,0.3,1.5,0
Karl-Anthony Towns\townska01,2015-16,20,MIN,NBA,82,2627,82,22.5,0.076,0.239,10.3,27.5,19.0,11.3,1.1,4.3,12.6,24.9,112,106,5.5,2.8,8.3,0.151,2.5,-0.4,2.2,2.7,0
Andre Drummond\drumman01,2017-18,24,DET,NBA,78,2625,78,22.9,0.012,0.44799999999999995,16.4,36.4,26.2,14.3,2.2,4.3,15.9,21.2,113,99,4.6,5.7,10.3,0.18899999999999997,1.5,1.7,3.2,3.4,0
Blake Griffin\griffbl01,2018-19,29,DET,NBA,75,2622,75,21.0,0.389,0.41,4.0,20.1,11.8,27.1,1.0,0.9,13.8,30.2,113,110,5.1,2.9,8.0,0.147,4.9,0.2,5.1,4.7,1
DeMar DeRozan\derozde01,2016-17,27,TOR,NBA,74,2620,74,24.0,0.08,0.419,3.0,13.6,8.3,20.6,1.5,0.4,9.0,34.3,113,110,6.7,2.4,9.0,0.166,4.1,-1.0,3.0,3.3,1
George Hill\hillge01,2012-13,26,IND,NBA,76,2620,76,16.6,0.405,0.245,2.0,9.9,6.0,23.4,1.6,0.7,10.7,18.8,117,102,5.9,3.8,9.7,0.177,2.2,1.1,3.3,3.5,0
Andre Drummond\drumman01,2013-14,20,DET,NBA,81,2619,81,22.6,0.003,0.42700000000000005,17.5,27.7,22.3,2.2,2.0,4.0,10.7,16.7,121,104,6.4,3.5,9.9,0.182,2.0,-0.6,1.4,2.3,0
Gordon Hayward\haywago01,2014-15,24,UTA,NBA,76,2618,76,20.2,0.304,0.425,2.4,14.0,8.2,21.7,2.2,0.9,13.8,26.2,111,105,5.8,2.9,8.7,0.159,3.5,0.5,4.0,4.0,0
Nicolas Batum\batumni01,2016-17,28,CHO,NBA,77,2617,77,15.8,0.415,0.29100000000000004,1.9,18.4,10.1,27.7,1.6,1.0,15.0,22.3,105,108,1.7,2.8,4.6,0.084,0.6,0.2,0.8,1.9,0
Buddy Hield\hieldbu01,2018-19,26,SAC,NBA,82,2615,82,17.5,0.479,0.142,4.1,12.4,8.1,11.9,1.0,1.1,9.2,25.1,113,114,4.3,1.6,5.9,0.10800000000000001,3.5,-1.4,2.1,2.7,0
Kemba Walker\walkeke02,2013-14,23,CHA,NBA,73,2614,73,16.8,0.28600000000000003,0.295,1.7,11.6,6.6,29.7,1.7,1.0,11.6,25.8,103,105,1.8,3.3,5.1,0.09300000000000001,1.4,0.3,1.7,2.4,0
Stephen Curry\curryst01,2014-15,26,GSW,NBA,80,2613,80,28.0,0.48200000000000004,0.251,2.4,11.4,7.0,38.6,3.0,0.5,14.3,28.9,122,101,11.5,4.1,15.7,0.28800000000000003,8.2,1.7,9.9,7.9,1
Jerami Grant\grantje01,2018-19,24,OKC,NBA,80,2612,77,13.8,0.35600000000000004,0.26899999999999996,3.7,13.1,8.2,4.2,1.1,3.2,6.8,15.4,119,108,4.0,3.3,7.3,0.134,-0.4,0.6,0.2,1.5,0
Corey Brewer\breweco01,2013-14,27,MIN,NBA,81,2609,81,12.7,0.261,0.281,2.6,6.2,4.3,7.9,2.9,0.9,10.4,16.5,108,107,2.4,2.7,5.2,0.095,-1.7,1.5,-0.2,1.2,0
Zach Randolph\randoza01,2012-13,31,MEM,NBA,76,2607,75,17.9,0.022000000000000002,0.293,13.8,25.1,19.3,7.3,1.3,1.0,11.5,23.1,106,99,3.2,4.7,7.9,0.145,1.0,-0.7,0.2,1.5,0
Thaddeus Young\youngth01,2017-18,29,IND,NBA,81,2607,81,14.8,0.209,0.106,8.0,14.1,11.1,8.5,2.6,1.2,10.4,17.3,108,107,2.3,3.2,5.5,0.10099999999999999,-0.2,0.4,0.2,1.4,0
Justin Holiday\holidju01,2018-19,29,TOT,NBA,82,2607,77,10.0,0.598,0.136,1.9,11.9,6.8,8.1,2.3,1.2,11.2,15.7,100,111,-0.4,2.5,2.1,0.038,-2.3,0.5,-1.8,0.1,0
Collin Sexton\sextoco01,2018-19,20,CLE,NBA,82,2605,72,12.0,0.245,0.21100000000000002,2.3,8.0,5.0,15.3,0.8,0.2,12.3,25.2,101,121,-0.1,-0.5,-0.6,-0.011000000000000001,-1.4,-3.3,-4.7,-1.8,0
Otto Porter\porteot01,2016-17,23,WAS,NBA,80,2605,80,17.3,0.425,0.14800000000000002,5.1,17.1,11.1,6.7,2.2,1.3,4.9,15.1,129,108,6.4,3.0,9.4,0.17300000000000001,2.4,0.9,3.3,3.5,0
Robin Lopez\lopezro01,2013-14,25,POR,NBA,82,2603,82,17.7,0.002,0.376,13.6,15.3,14.5,4.2,0.5,3.7,10.1,14.0,128,107,7.0,2.6,9.5,0.17600000000000002,1.2,-0.1,1.2,2.1,0
DeAndre Jordan\jordade01,2015-16,27,LAC,NBA,77,2598,77,20.6,0.002,1.219,11.4,32.7,22.2,5.3,1.0,5.4,12.1,15.4,122,98,6.0,5.5,11.5,0.213,1.5,1.3,2.8,3.2,1
Donovan Mitchell\mitchdo01,2018-19,22,UTA,NBA,77,2598,77,17.2,0.33899999999999997,0.259,2.5,10.5,6.6,21.2,2.0,0.9,11.3,31.6,104,107,1.3,3.7,5.0,0.092,1.2,0.1,1.3,2.2,0
Blake Griffin\griffbl01,2012-13,23,LAC,NBA,80,2598,80,22.4,0.026000000000000002,0.397,8.7,21.5,15.2,19.9,2.0,1.6,12.8,25.4,114,102,6.8,3.9,10.6,0.196,3.2,0.8,4.1,4.0,1
Tristan Thompson\thomptr01,2013-14,22,CLE,NBA,82,2594,82,14.9,0.001,0.445,11.4,21.5,16.3,4.5,0.8,1.1,10.6,17.5,110,108,3.4,2.3,5.7,0.106,-0.6,-1.5,-2.1,-0.1,0
Jimmy Butler\butleji01,2013-14,24,CHI,NBA,67,2591,67,13.5,0.34600000000000003,0.488,3.9,10.5,7.2,11.1,2.6,1.1,10.8,16.8,108,100,2.4,4.6,7.1,0.131,-0.9,2.0,1.1,2.0,0
Lou Williams\willilo02,2017-18,31,LAC,NBA,79,2589,19,20.2,0.387,0.36700000000000005,1.7,6.6,4.2,26.3,1.6,0.6,13.1,29.8,112,113,5.5,1.2,6.7,0.125,4.2,-1.8,2.3,2.8,0
Kentavious Caldwell-Pope\caldwke01,2014-15,21,DET,NBA,82,2587,82,11.2,0.457,0.163,1.9,9.1,5.4,6.8,1.9,0.5,8.3,19.5,101,109,1.1,1.8,2.8,0.052000000000000005,-1.3,-0.4,-1.7,0.2,0
E'Twaun Moore\mooreet01,2017-18,28,NOP,NBA,82,2586,80,12.1,0.36200000000000004,0.08199999999999999,2.5,7.3,5.0,10.1,1.5,0.4,10.6,16.1,111,112,2.8,1.6,4.4,0.081,-1.0,-0.5,-1.6,0.3,0
Mike Dunleavy\dunlemi02,2013-14,33,CHI,NBA,82,2584,61,12.6,0.419,0.212,2.1,13.0,7.6,12.3,1.3,1.4,11.3,17.0,108,102,2.4,4.1,6.5,0.121,-0.3,1.1,0.8,1.8,0
Goran Dragić\dragigo01,2012-13,26,PHO,NBA,77,2581,77,17.5,0.305,0.36,2.6,8.0,5.2,35.7,2.5,0.8,16.8,21.7,109,109,4.1,1.6,5.7,0.106,1.7,-0.3,1.4,2.2,0
Markieff Morris\morrima02,2014-15,25,PHO,NBA,82,2581,82,15.8,0.163,0.21100000000000002,4.6,17.0,10.7,12.4,2.0,1.2,12.4,23.3,102,105,1.8,2.7,4.6,0.085,-0.5,0.2,-0.3,1.1,0
Kevin Durant\duranke01,2015-16,27,OKC,NBA,72,2578,72,28.2,0.348,0.361,2.0,21.8,12.4,24.2,1.3,2.5,13.5,30.6,122,104,11.0,3.5,14.5,0.27,8.4,1.6,9.9,7.8,1
Joe Ingles\inglejo01,2017-18,30,UTA,NBA,82,2578,81,14.4,0.6459999999999999,0.11599999999999999,1.1,13.9,7.6,22.9,1.8,0.7,17.4,15.9,115,106,4.0,3.6,7.6,0.141,1.0,1.3,2.3,2.8,0
Al Jefferson\jeffeal01,2012-13,28,UTA,NBA,78,2578,78,20.9,0.013999999999999999,0.17600000000000002,7.0,25.9,16.3,12.0,1.6,2.7,7.3,25.3,109,104,4.3,3.3,7.7,0.14300000000000002,2.2,0.1,2.4,2.8,0
Rudy Gobert\goberru01,2018-19,26,UTA,NBA,81,2577,80,24.6,0.0,0.733,13.2,30.2,21.9,9.6,1.2,5.8,12.1,17.8,133,100,8.7,5.7,14.4,0.268,3.0,2.5,5.4,4.8,1
Paul Pierce\piercpa01,2012-13,35,BOS,NBA,77,2575,77,19.1,0.35,0.387,2.1,19.7,11.2,25.1,1.7,0.9,14.3,27.4,106,102,3.5,3.7,7.2,0.135,3.0,0.7,3.6,3.6,0
Joe Johnson\johnsjo02,2013-14,32,BRK,NBA,79,2575,79,15.5,0.397,0.192,2.2,10.3,6.3,15.0,1.0,0.3,9.8,22.3,110,112,3.9,1.0,4.9,0.091,2.0,-1.8,0.2,1.4,0
Bojan Bogdanović\bogdabo02,2018-19,29,IND,NBA,81,2573,81,16.1,0.36700000000000005,0.29,1.5,12.7,7.2,9.5,1.3,0.0,10.2,22.4,114,110,3.9,2.8,6.8,0.126,1.3,-0.6,0.7,1.7,0
Victor Oladipo\oladivi01,2014-15,22,ORL,NBA,72,2573,71,15.9,0.228,0.295,2.2,11.2,6.6,19.3,2.4,0.6,14.3,25.2,101,108,1.5,2.0,3.5,0.065,-0.1,-0.3,-0.4,1.1,0
DeAndre Jordan\jordade01,2016-17,28,LAC,NBA,81,2570,81,21.8,0.003,0.737,13.3,34.6,24.2,5.7,1.0,4.3,13.1,15.3,129,102,7.2,4.6,11.8,0.221,2.5,0.9,3.3,3.5,1
Isaiah Thomas\thomais02,2016-17,27,BOS,NBA,76,2569,76,26.5,0.439,0.441,1.9,7.0,4.4,32.5,1.4,0.4,10.7,34.0,122,112,10.9,1.6,12.5,0.23399999999999999,7.8,-1.1,6.7,5.6,1
Joe Ingles\inglejo01,2018-19,31,UTA,NBA,82,2568,82,13.4,0.602,0.153,1.5,12.2,7.0,26.1,1.8,0.6,18.4,17.5,110,107,2.5,3.6,6.0,0.113,0.3,1.1,1.4,2.2,0
Tobias Harris\harrito02,2016-17,24,DET,NBA,82,2567,48,16.9,0.295,0.213,2.6,15.6,8.8,8.8,1.2,1.3,7.6,21.7,113,108,4.0,2.8,6.8,0.128,1.3,0.3,1.6,2.3,0
